"Game Reference,Date,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS"
"202301100UTA,1/10/2023,Jarrett Allen,allenja01,6.45,0,,0,0,,0,0,,0,0,0,1,0,0,0,2,0,0"
"202301120POR,1/12/2023,Isaac Okoro,okorois01,29.26,4,1,1,1,1,2,3,0.667,1,4,5,0,2,0,1,3,11,12"
"202301160ATL,1/16/2023,Jimmy Butler,butleji01,33.59,16,0.688,1,1,1,11,11,1,2,1,3,3,2,1,2,2,34,44"
"202301250OKC,1/25/2023,Jalen Williams,willija06,37.31,16,0.688,1,1,1,1,2,0.5,1,4,5,2,4,0,1,5,24,35"
"202301260BRK,1/26/2023,Nic Claxton,claxtni01,33.13,13,0.846,0,0,,5,7,0.714,5,8,13,1,0,2,0,1,27,33"
"202301270MIA,1/27/2023,Bam Adebayo,adebaba01,36.32,14,0.5,0,0,,6,7,0.857,0,6,6,7,1,1,2,5,20,35"
"202301310CHI,1/31/2023,Ayo Dosunmu,dosunay01,26.54,7,0.571,1,1,1,2,2,1,2,1,3,4,0,0,2,1,11,17"
"202302010UTA,2/1/2023,Walker Kessler,kesslwa01,29.54,10,0.8,0,0,,1,3,0.333,7,7,14,1,1,7,1,3,17,23"
"202302080POR,2/8/2023,Drew Eubanks,eubandr01,16.49,6,0.833,0,0,,0,0,,3,3,6,1,1,0,1,3,10,12"
"202302100BOS,2/10/2023,Robert Williams,williro04,26.47,4,0.5,0,0,,0,1,0,2,14,16,1,0,0,3,4,4,9"
"202302100SAC,2/10/2023,Dwight Powell,poweldw01,15.46,4,1,0,0,,1,1,1,1,3,4,0,0,0,2,4,9,9"
"202302110WAS,2/11/2023,Daniel Gafford,gaffoda01,29.31,6,1,0,0,,1,3,0.333,1,4,5,2,0,4,2,3,13,15"
"202302130CHO,2/13/2023,Mark Williams,willima07,29.42,7,0.714,0,0,,5,6,0.833,1,4,5,0,2,2,1,3,15,20"
"202302160MIN,2/16/2023,Rudy Gobert,goberru01,35.3,15,0.533,0,0,,1,2,0.5,7,12,19,1,0,3,2,3,17,32"
"202302230TOR,2/23/2023,Jakob Poeltl,poeltja01,30.27,11,0.818,0,0,,3,7,0.429,7,11,18,2,3,1,0,5,21,29"
"202302240LAC,2/24/2023,Mason Plumlee,plumlma01,25.22,4,1,0,0,,2,3,0.667,2,8,10,4,1,0,3,3,10,11"
"202302260GSW,2/26/2023,Jonathan Kuminga,kuminjo01,27.18,10,0.5,1,1,1,2,2,1,0,5,5,1,1,0,3,1,13,23"
"202302280ATL,2/28/2023,Daniel Gafford,gaffoda01,34.18,6,0.833,0,0,,3,4,0.75,4,8,12,2,1,3,2,2,13,16"
"202303030GSW,3/3/2023,Kevon Looney,looneke01,24.22,6,0.833,0,0,,0,0,,2,9,11,3,0,0,2,3,10,12"
"202303030MIA,3/3/2023,Bam Adebayo,adebaba01,38.3,16,0.438,0,0,,4,4,1,0,4,4,4,1,2,2,4,18,36"
"202303050DAL,3/4/2023,Deandre Ayton,aytonde01,33.54,6,0.667,0,0,,1,2,0.5,2,14,16,0,1,1,2,5,9,14"
"202303070OKC,3/7/2023,Draymond Green,greendr01,32.43,7,0.714,1,1,1,0,0,,0,1,1,11,1,0,2,2,11,15"
"202303080WAS,3/8/2023,Delon Wright,wrighde01,31.31,4,0.75,0,0,,1,1,1,1,3,4,5,3,0,2,2,7,9"
"202303100MIA,3/10/2023,Bam Adebayo,adebaba01,37.19,12,0.667,0,0,,3,4,0.75,0,6,6,4,3,0,4,5,19,28"
"202303110MEM,3/11/2023,Dwight Powell,poweldw01,18.53,2,0.5,0,0,,2,4,0.5,2,3,5,3,0,0,0,3,4,8"
"202303170CHI,3/17/2023,Rudy Gobert,goberru01,33.27,14,0.571,0,0,,5,9,0.556,9,10,19,1,0,5,5,6,21,37"
"202303200HOU,3/20/2023,Kevon Looney,looneke01,23.47,7,0.571,0,0,,3,6,0.5,8,2,10,2,1,0,2,2,11,20"
"202303210LAC,3/21/2023,Ivica Zubac,zubaciv01,19.18,5,1,0,0,,3,4,0.75,0,3,3,1,0,0,0,4,13,14"
"202303240GSW,3/24/2023,Kevon Looney,looneke01,30.16,3,1,0,0,,0,0,,3,7,10,7,1,0,0,5,6,6"
"202303260CHO,3/26/2023,Gordon Hayward,haywago01,32.22,14,0.571,1,1,1,5,5,1,1,5,6,4,0,0,3,2,22,34"
"202304020HOU,4/2/2023,Jarred Vanderbilt,vandeja01,15.25,2,0.5,0,0,,0,0,,0,4,4,1,1,0,0,0,2,4"
"202304020ATL,4/2/2023,Dwight Powell,poweldw01,19.55,3,1,0,0,,1,2,0.5,1,0,1,2,0,0,1,1,7,8"
"202304040DET,4/4/2023,Jimmy Butler,butleji01,35.29,12,0.75,0,0,,9,11,0.818,0,8,8,8,4,0,2,0,27,35"
"202304040UTA,4/4/2023,Anthony Davis,davisan02,42.05,16,0.438,0,0,,7,12,0.583,4,10,14,6,2,2,1,3,21,44"
"202304070NOP,4/7/2023,Herbert Jones,joneshe01,34.02,7,1,1,1,1,0,0,,0,4,4,4,0,3,1,2,15,15"
"202304070IND,4/7/2023,Jalen Duren,durenja01,22.57,6,0.833,0,0,,0,0,,3,7,10,0,1,2,4,5,10,12"
"202304090TOR,4/9/2023,Jakob Poeltl,poeltja01,11.15,6,0.5,0,0,,0,0,,1,3,4,1,0,0,0,1,6,12"
"202304110MIA,4/9/2023,Clint Capela,capelca01,28.22,3,0.667,0,0,,0,4,0,8,13,21,1,0,2,1,1,4,10"
"202304160MIL,4/16/2023,Bam Adebayo,adebaba01,32.4,18,0.556,0,0,,2,3,0.667,1,8,9,7,2,0,5,4,22,39"
"202304190DEN,4/19/2023,Rudy Gobert,goberru01,38.54,11,0.636,0,0,,5,6,0.833,2,6,8,4,0,1,2,5,19,28"
"202304210ATL,4/21/2023,Clint Capela,capelca01,24.41,8,0.625,0,0,,0,0,,4,7,11,0,1,0,1,2,10,16"
"202304230GSW,4/23/2023,Kevon Looney,looneke01,32.01,5,0.8,0,0,,0,0,,2,12,14,6,1,1,2,4,8,10"
"202305020NYK,5/2/2023,Mitchell Robinson,robinmi01,20.42,3,0.667,0,0,,2,6,0.333,3,2,5,0,0,0,0,4,6,12"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202403290OKC,3/29/2024,Jusuf NurkiÄ‡,nurkiju01,23,2,4,0.5,0,0,,1,2,0.5,2,1,3,3,0,1,2,2,5"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202012250MIA,12/25/2020,Steven Adams,adamsst01,32.22,3,1,0,0,,0,0,,4,5,9,1,2,1,2,2,6,6"
"202012250BOS,12/25/2020,DeAndre Jordan,jordade01,19.14,2,1,0,0,,0,2,0,2,5,7,2,0,2,1,2,4,6"
"202012260POR,12/26/2020,Derrick Jones Jr.,jonesde02,36.24,4,0.5,0,0,,2,4,0.5,2,4,6,1,1,1,0,5,6,12"
"202012280LAL,12/28/2020,Anthony Davis,davisan02,37.49,14,0.429,0,0,,1,2,0.5,1,9,10,5,1,0,3,1,13,30"
"202012280OKC,12/28/2020,Rudy Gobert,goberru01,36.49,8,0.75,0,0,,0,0,,0,10,10,4,1,4,1,1,12,16"
"202012290SAC,12/29/2020,Paul Millsap,millspa01,27.56,4,0.25,0,0,,3,5,0.6,0,4,4,2,0,0,1,0,5,13"
"202012310IND,12/31/2020,Andre Drummond,drumman01,25.02,11,0.364,0,0,,3,4,0.75,3,10,13,4,1,1,3,4,11,26"
"202101020HOU,1/2/2021,Richaun Holmes,holmeri01,33.02,8,0.5,0,0,,3,3,1,3,6,9,0,0,2,0,3,11,19"
"202101130NYK,1/13/2021,Mitchell Robinson,robinmi01,33.11,9,0.556,0,0,,0,0,,8,4,12,2,0,2,1,2,10,18"
"202101160MIA,1/16/2021,Mason Plumlee,plumlma01,27.54,5,0.8,0,0,,1,2,0.5,0,2,2,2,0,1,4,2,9,12"
"202101180BRK,1/18/2021,DeAndre Jordan,jordade01,37.38,6,1,0,0,,0,0,,4,8,12,3,1,2,5,3,12,12"
"202101300MIA,1/30/2021,Richaun Holmes,holmeri01,28.02,4,0.5,0,0,,0,0,,1,5,6,1,1,1,0,2,4,8"
"202101300DAL,1/30/2021,Willie Cauley-Stein,caulewi01,29.44,8,0.875,0,0,,0,0,,3,6,9,2,0,4,1,6,14,16"
"202102020GSW,2/2/2021,Kevon Looney,looneke01,13.2,5,0.4,0,0,,0,0,,3,0,3,3,0,0,0,1,4,10"
"202102030SAC,2/3/2021,Tristan Thompson,thomptr01,22.2,9,0.778,0,0,,3,4,0.75,3,7,10,0,0,0,1,2,17,22"
"202102120BOS,2/12/2021,Isaiah Stewart,stewais01,22.15,3,0.667,0,0,,1,1,1,2,4,6,1,0,1,0,3,5,7"
"202102120UTA,2/12/2021,Rudy Gobert,goberru01,34.41,12,0.75,0,0,,9,13,0.692,4,8,12,0,0,4,2,5,27,37"
"202102150UTA,2/15/2021,Rudy Gobert,goberru01,31.47,3,1,0,0,,5,8,0.625,1,8,9,2,1,2,1,3,11,14"
"202102210ATL,2/21/2021,Clint Capela,capelca01,31.48,9,0.889,0,0,,6,8,0.75,2,8,10,1,0,1,2,3,22,26"
"202102220HOU,2/22/2021,Wendell Carter Jr.,cartewe01,28.49,14,0.571,0,0,,2,2,1,4,9,13,1,2,3,3,4,18,30"
"202102260MIA,2/26/2021,Bam Adebayo,adebaba01,34.13,14,0.5,0,0,,5,5,1,2,9,11,7,1,1,3,3,19,33"
"202103010NOP,3/1/2021,Steven Adams,adamsst01,25.59,6,0.333,0,0,,1,2,0.5,1,10,11,0,1,0,1,2,5,14"
"202103020LAL,3/2/2021,Deandre Ayton,aytonde01,24.44,14,0.5,0,0,,3,3,1,1,5,6,1,0,1,1,3,17,31"
"202103110NOP,3/11/2021,Jarred Vanderbilt,vandeja01,16.32,4,0.25,0,0,,0,0,,2,4,6,4,0,0,0,2,2,8"
"202103150DET,3/15/2021,Keldon Johnson,johnske04,31.37,9,0.444,0,0,,1,1,1,1,4,5,1,0,2,1,1,9,19"
"202103180POR,3/18/2021,Enes Freedom,kanteen01,34.26,5,0.8,0,0,,8,10,0.8,6,7,13,1,2,0,1,3,16,20"
"202103190POR,3/19/2021,Enes Freedom,kanteen01,23.29,13,0.538,0,0,,0,0,,5,4,9,0,0,0,0,1,14,26"
"202103210BRK,3/21/2021,Alex Len,lenal01,28.49,12,0.667,0,0,,4,5,0.8,2,7,9,1,0,2,1,4,20,29"
"202103300PHO,3/29/2021,Clint Capela,capelca01,34.59,12,0.667,0,0,,0,0,,1,15,16,0,0,1,0,3,16,24"
"202104070DEN,4/7/2021,Jakob Poeltl,poeltja01,27.41,4,0.5,0,0,,0,0,,4,1,5,5,2,0,2,3,4,8"
"202104080UTA,4/8/2021,Rudy Gobert,goberru01,32.17,9,0.667,0,0,,6,7,0.857,6,14,20,2,0,1,1,2,18,25"
"202104090NOP,4/9/2021,Ben Simmons,simmobe01,33.55,6,0.5,0,0,,4,9,0.444,0,9,9,6,5,1,6,1,10,21"
"202104100UTA,4/10/2021,Rudy Gobert,goberru01,31.31,2,1,0,0,,2,4,0.5,3,8,11,1,1,2,2,3,6,8"
"202104120ORL,4/12/2021,Jakob Poeltl,poeltja01,23.43,4,0.75,0,0,,0,0,,4,2,6,2,1,1,0,3,6,8"
"202104150ATL,4/15/2021,Clint Capela,capelca01,36.53,10,0.7,0,0,,2,4,0.5,6,10,16,0,1,2,1,3,16,24"
"202104170WAS,4/17/2021,Alex Len,lenal01,6.4,4,1,0,0,,0,0,,0,0,0,0,0,0,3,1,8,8"
"202104170BOS,4/17/2021,Tristan Thompson,thomptr01,27.37,3,0.333,0,0,,0,0,,2,4,6,2,2,1,2,2,2,6"
"202104240NYK,4/24/2021,Nerlens Noel,noelne01,29.14,1,0,0,0,,1,1,1,0,5,5,1,2,4,0,1,1,3"
"202104240NOP,4/24/2021,Jakob Poeltl,poeltja01,36.41,7,0.429,0,0,,2,2,1,2,5,7,3,1,5,1,3,8,16"
"202104260WAS,4/26/2021,DeMar DeRozan,derozde01,40.57,23,0.522,0,0,,13,13,1,1,1,2,10,0,0,2,3,37,59"
"202104300PHI,4/30/2021,Clint Capela,capelca01,16.53,11,0.455,0,0,,1,3,0.333,6,9,15,1,1,0,0,3,11,25"
"202104300CLE,4/30/2021,Kevin Love,loveke01,22.08,0,,0,0,,0,0,,0,10,10,1,0,0,3,2,0,0"
"202105010LAC,5/1/2021,Ivica Zubac,zubaciv01,24.04,3,0.333,0,0,,4,6,0.667,2,5,7,1,0,0,1,3,6,12"
"202105020CHO,5/2/2021,Bam Adebayo,adebaba01,33.32,13,0.692,0,0,,2,3,0.667,2,5,7,10,1,0,3,2,20,29"
"202105040NOP,5/4/2021,Steven Adams,adamsst01,23.41,3,0,0,0,,1,2,0.5,1,7,8,2,0,1,0,0,1,8"
"202105040MIA,5/4/2021,Willie Cauley-Stein,caulewi01,18.15,2,0.5,0,0,,0,0,,0,3,3,1,0,0,0,1,2,4"
"202105050MIN,5/5/2021,Grayson Allen,allengr01,6.2,0,,0,0,,2,2,1,0,0,0,0,0,0,1,0,2,2"
"202105060GSW,5/6/2021,Kevon Looney,looneke01,27.22,3,0.333,0,0,,0,0,,3,7,10,2,1,0,0,1,2,6"
"202105160GSW,5/16/2021,Kevon Looney,looneke01,31.11,5,0.6,0,0,,0,0,,5,6,11,3,0,0,1,3,6,10"
"202105220MIL,5/22/2021,Bam Adebayo,adebaba01,40.36,15,0.267,0,0,,1,1,1,4,8,12,5,3,0,1,5,9,31"
"202105250PHO,5/25/2021,Andre Drummond,drumman01,24.22,11,0.636,0,0,,1,1,1,5,7,12,0,2,1,2,4,15,23"
"202106040DAL,6/4/2021,Boban MarjanoviÄ‡,marjabo01,17.1,13,0.385,0,0,,2,2,1,4,5,9,1,0,0,1,3,12,28"
"202106080UTA,6/8/2021,Rudy Gobert,goberru01,33.16,6,0.333,0,0,,6,9,0.667,3,9,12,0,0,2,2,5,10,21"
"202210210NYK,10/21/2022,Mitchell Robinson,robinmi01,23.25,3,1,0,0,,2,4,0.5,4,1,5,1,0,2,2,2,8,10"
"202210220ORL,10/22/2022,Noah Vonleh,vonleno01,13.49,2,0.5,0,0,,0,0,,2,1,3,0,0,1,0,4,2,4"
"202210220CHI,10/22/2022,Jarrett Allen,allenja01,28.36,6,0.667,0,0,,0,0,,3,3,6,2,0,1,2,2,8,12"
"202210240MIA,10/24/2022,Bam Adebayo,adebaba01,37.41,14,0.286,0,0,,6,6,1,4,6,10,3,1,2,3,1,14,34"
"202210260UTA,10/26/2022,Jae'Sean Tate,tateja01,20.18,5,0.6,1,1,1,0,0,,2,3,5,1,0,0,2,5,7,11"
"202211030ORL,11/3/2022,Draymond Green,greendr01,29.51,5,0.8,0,0,,0,1,0,0,5,5,7,1,0,0,6,8,11"
"202211040BOS,11/4/2022,Ayo Dosunmu,dosunay01,29.23,8,0.625,1,1,1,0,0,,0,3,3,3,0,0,1,3,11,17"
"202211060LAL,11/6/2022,Jarrett Allen,allenja01,27.45,13,0.385,0,0,,6,6,1,3,8,11,0,2,2,1,4,16,32"
"202211070DAL,11/7/2022,Nic Claxton,claxtni01,31.56,8,0.625,0,0,,0,0,,7,7,14,1,3,1,2,4,10,16"
"202211090SAS,11/9/2022,Steven Adams,adamsst01,37.26,4,0.75,0,0,,1,2,0.5,10,9,19,2,1,1,6,3,7,10"
"202211100WAS,11/10/2022,Dwight Powell,poweldw01,26.21,9,0.667,0,0,,2,2,1,4,3,7,0,1,0,1,2,14,20"
"202211210OKC,11/21/2022,Mitchell Robinson,robinmi01,13.1,1,1,0,0,,1,2,0.5,0,2,2,1,1,0,0,2,3,4"
"202211210CLE,11/21/2022,Evan Mobley,mobleev01,35.33,6,0.667,0,0,,2,2,1,2,7,9,3,1,1,4,2,10,14"
"202211300BRK,11/30/2022,Nic Claxton,claxtni01,28,6,0.5,0,0,,1,2,0.5,1,7,8,1,0,2,0,4,7,14"
"202211300ORL,11/30/2022,De'Andre Hunter,huntede01,7.15,1,1,0,0,,0,0,,0,0,0,0,0,0,0,1,2,2"
"202211300LAL,11/30/2022,Dennis SchrÃ¶der,schrode01,29.05,7,0.429,0,0,,0,1,0,0,1,1,5,0,0,2,2,6,15"
"202212040DET,12/4/2022,Brandon Clarke,clarkbr01,29.49,9,0.667,0,0,,2,4,0.5,4,10,14,2,0,0,2,3,14,22"
"202212070BRK,12/7/2022,Mason Plumlee,plumlma01,33.57,8,0.625,0,0,,3,8,0.375,4,7,11,5,0,0,2,1,13,24"
"202212070CHI,12/7/2022,Patrick Williams,willipa01,29.59,8,0.625,1,1,1,0,0,,1,2,3,1,0,0,1,4,11,17"
"202212070TOR,12/7/2022,Juan Toscano-Anderson,toscaju01,15.39,2,0.5,0,0,,1,2,0.5,0,3,3,2,0,0,1,1,3,6"
"202212090PHI,12/9/2022,Patrick Beverley,beverpa01,38.16,4,1,1,1,1,0,0,,0,3,3,3,2,1,2,4,9,9"
"202212180IND,12/18/2022,Mitchell Robinson,robinmi01,31.5,5,0.8,0,0,,2,4,0.5,5,8,13,1,1,4,1,3,10,14"
"202212280ATL,12/28/2022,Nic Claxton,claxtni01,34.39,9,0.889,0,0,,1,2,0.5,1,9,10,0,0,6,1,2,17,20"
"202212300ORL,12/30/2022,Daniel Gafford,gaffoda01,26.05,7,0.714,0,0,,1,1,1,1,7,8,0,0,4,2,4,11,15"
"202301020HOU,1/2/2023,Alperen ÅžengÃ¼n,sengual01,25.34,7,0.714,0,0,,6,8,0.75,1,5,6,5,0,1,2,5,16,22"
"202301040GSW,1/4/2023,Jalen Duren,durenja01,31.49,8,1,0,0,,2,3,0.667,5,6,11,0,0,0,3,2,18,19"
"202301040NOP,1/4/2023,Herbert Jones,joneshe01,30.34,1,1,1,1,1,6,6,1,1,4,5,0,2,1,1,3,9,9"
"202301060PHO,1/6/2023,Jimmy Butler,butleji01,32.56,9,0.556,0,0,,10,10,1,0,5,5,6,2,0,2,1,20,28"
"202301150CHI,1/15/2023,Kevon Looney,looneke01,26.14,4,1,0,0,,1,2,0.5,2,4,6,1,1,0,1,2,9,10"
"202301270MIN,1/27/2023,Rudy Gobert,goberru01,31.27,5,0.6,0,0,,1,2,0.5,2,11,13,1,1,3,3,4,7,12"
"202301290CHO,1/28/2023,Bam Adebayo,adebaba01,35.58,15,0.533,0,0,,1,4,0.25,2,2,4,6,3,0,2,0,17,34"
"202301290CHO,1/28/2023,Jimmy Butler,butleji01,33.18,14,0.786,0,0,,6,7,0.857,2,5,7,2,3,0,2,3,28,35"
"202301300MIN,1/30/2023,Rudy Gobert,goberru01,40.11,9,0.778,0,0,,5,10,0.5,1,13,14,1,1,0,3,3,19,28"
"202302020NYK,2/2/2023,Bam Adebayo,adebaba01,37.37,16,0.688,0,0,,10,11,0.909,1,8,9,3,2,1,0,1,32,43"
"202302030BOS,2/3/2023,Robert Williams,williro04,30.16,4,0.75,0,0,,0,0,,0,7,7,4,0,3,2,3,6,8"
"202302070NOP,2/7/2023,Jonas ValanÄiÅ«nas,valanjo01,25.3,10,0.8,0,0,,0,0,,3,11,14,1,0,1,1,4,16,20"
"202302100MEM,2/10/2023,Xavier Tillman Sr.,tillmxa01,25.05,6,0.667,0,0,,1,3,0.333,2,4,6,3,2,0,1,3,9,15"
"202302130POR,2/13/2023,Drew Eubanks,eubandr01,23.47,6,0.5,0,0,,0,0,,3,6,9,1,0,1,0,3,6,12"
"202302130MIA,2/13/2023,Nikola JokiÄ‡,jokicni01,33.54,14,0.857,0,0,,3,3,1,0,12,12,8,0,0,0,3,27,31"
"202302140POR,2/14/2023,Daniel Gafford,gaffoda01,14.53,2,0.5,0,0,,0,0,,0,1,1,1,0,0,1,5,2,4"
"202302230IND,2/23/2023,Robert Williams,williro04,25.4,6,0.667,0,0,,0,0,,3,1,4,1,0,1,0,2,8,12"
"202302230LAL,2/23/2023,Anthony Davis,davisan02,25.31,5,0.6,0,0,,6,8,0.75,3,9,12,1,0,2,1,2,12,18"
"202302240MIL,2/24/2023,Giannis Antetokounmpo,antetgi01,6.28,4,0.5,0,0,,0,0,,0,4,4,4,0,0,0,0,4,8"
"202302280UTA,2/28/2023,Walker Kessler,kesslwa01,32.35,7,0.571,0,0,,2,4,0.5,6,9,15,2,0,2,0,5,10,18"
"202303080NOP,3/8/2023,Dwight Powell,poweldw01,18.29,6,0.833,0,0,,2,4,0.5,1,3,4,0,2,0,1,2,12,16"
"202303080MIA,3/8/2023,Jarrett Allen,allenja01,32.45,10,0.7,0,0,,1,2,0.5,3,9,12,2,1,1,1,4,15,22"
"202303100MIN,3/10/2023,Rudy Gobert,goberru01,42.15,15,0.8,0,0,,2,6,0.333,5,8,13,4,4,1,1,3,26,36"
"202303100LAL,3/10/2023,Jakob Poeltl,poeltja01,33.03,17,0.471,0,0,,1,2,0.5,4,6,10,4,3,1,0,2,17,36"
"202303130MIA,3/13/2023,Bam Adebayo,adebaba01,36.56,10,0.5,0,0,,6,8,0.75,2,7,9,3,1,1,3,2,16,28"
"202303170LAL,3/17/2023,Dwight Powell,poweldw01,23.17,2,1,0,0,,1,4,0.25,4,0,4,1,1,0,0,4,5,8"
"202303260ATL,3/26/2023,Xavier Tillman Sr.,tillmxa01,30.5,10,0.7,0,0,,1,2,0.5,1,7,8,3,3,2,0,0,15,22"
"202303280ATL,3/28/2023,Lamar Stevens,stevela01,40.4,6,0.333,0,0,,0,2,0,3,6,9,0,0,1,0,3,4,14"
"202304010NOP,4/1/2023,Ivica Zubac,zubaciv01,29.35,6,0.833,0,0,,5,6,0.833,1,5,6,0,0,1,0,4,15,18"
"202304050DET,4/5/2023,Nic Claxton,claxtni01,35.55,9,0.889,0,0,,3,3,1,2,5,7,2,2,3,1,5,19,21"
"202304070CHO,4/7/2023,Alperen ÅžengÃ¼n,sengual01,31.33,9,0.444,1,1,1,5,6,0.833,5,16,21,3,2,1,4,4,14,25"
"202305080LAL,5/8/2023,Anthony Davis,davisan02,43.06,16,0.625,0,0,,3,3,1,3,12,15,2,3,0,3,3,23,35"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202401150DAL,1/15/2024,Jonas ValanÄiÅ«nas,valanjo01,19.28,2,5,0.4,0,0,,2,2,1,4,2,6,2,0,2,3,4,6"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202403090DET,3/9/2024,Jalen Duren,durenja01,15.46,1,4,0.25,0,0,,4,4,1,2,6,8,3,0,0,2,4,6"
",,,,,,,,,,,,,,,,,,,,,,"
"202402080BRK,2/8/2024,Nic Claxton,claxtni01,25.08,3,10,0.3,0,0,,0,0,,2,5,7,1,0,1,2,4,6"
"202402140CHO,2/14/2024,Bruno Fernando,fernabr01,25.49,2,5,0.4,0,0,,2,2,1,3,9,12,1,1,1,0,5,6"
",,,,,,,,,,,,,,,,,,,,,,"
"202403030BOS,3/3/2024,Draymond Green,greendr01,13.37,2,2,1,0,0,,2,2,1,0,4,4,2,0,0,0,2,6"
",,,,,,,,,,,,,,,,,,,,,,"
"202403170LAC,3/17/2024,Ivica Zubac,zubaciv01,23.15,1,1,1,0,0,,4,4,1,4,2,6,1,0,1,1,2,6"
",,,,,,,,,,,,,,,,,,,,,,"
"202404100MIL,4/10/2024,Markelle Fultz,fultzma01,30.2,3,5,0.6,0,0,,0,0,,0,2,2,1,2,0,1,0,6"
",,,,,,,,,,,,,,,,,,,,,,"
"202402220TOR,2/22/2024,Nic Claxton,claxtni01,32.01,3,5,0.6,0,0,,0,0,,2,8,10,3,2,0,2,2,6"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202402140BOS,2/14/2024,Nic Claxton,claxtni01,20.43,3,6,0.5,0,0,,0,0,,2,6,8,3,0,0,1,0,6"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202404120BOS,4/12/2024,Marques Bolden,boldema01,30.12,2,5,0.4,0,0,,2,2,1,2,3,5,2,1,2,1,3,6"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
