Game Reference,Date,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
202204120BRK,4/12/2022,BRK,game,TRUE,Andre Drummond,drumman01,18.18.58,11,0.636,0,0,,2,5,0.4,4,4,8,0,1,0,3,3,16,27,27,
202204170BOS,4/17/2022,BRK,game,TRUE,Andre Drummond,drumman01,17.17.19,4,0.75,0,0,,2,2,1,1,3,4,0,2,1,2,4,8,10,10,
202204200BOS,4/20/2022,BRK,game,TRUE,Andre Drummond,drumman01,23.23.3,4,0.5,0,0,,1,3,0.333,1,3,4,2,3,2,2,4,5,11,11,
202204230BRK,4/23/2022,BRK,game,TRUE,Andre Drummond,drumman01,15.15.3,3,0.333,0,0,,0,0,,1,2,3,1,0,0,1,3,2,6,6,
202402280CHI,2/28/2024,CHI,game,TRUE,Andre Drummond,drumman01,,8,12,0.667,0,0,,1,2,0.5,9,17,26,1,0,3,3,3,17,17,
202312260CHI,12/26/2023,CHI,game,TRUE,Andre Drummond,drumman01,,11,13,0.846,0,0,,2,2,1,10,15,25,1,3,2,2,4,24,24,
202312280CHI,12/28/2023,CHI,game,TRUE,Andre Drummond,drumman01,,3,9,0.333,0,0,,1,4,0.25,7,9,16,0,1,0,1,4,7,7,
202312300CHI,12/30/2023,CHI,game,TRUE,Andre Drummond,drumman01,,6,8,0.75,0,0,,3,10,0.3,3,20,23,2,2,3,3,4,15,15,
202401020PHI,1/2/2024,CHI,game,TRUE,Andre Drummond,drumman01,,5,13,0.385,0,1,0,1,4,0.25,10,7,17,0,1,1,2,2,11,11,
202401030NYK,1/3/2024,CHI,game,TRUE,Andre Drummond,drumman01,,5,12,0.417,0,0,,3,6,0.5,8,8,16,0,2,1,1,3,13,13,
202401050CHI,1/5/2024,CHI,game,TRUE,Andre Drummond,drumman01,,3,7,0.429,0,0,,1,2,0.5,3,7,10,0,1,3,2,1,7,7,
202401080CHO,1/8/2024,CHI,game,TRUE,Andre Drummond,drumman01,,9,12,0.75,0,0,,3,3,1,5,10,15,0,0,0,2,1,21,21,
202402060CHI,2/6/2024,CHI,game,TRUE,Andre Drummond,drumman01,,7,13,0.538,0,0,,2,4,0.5,6,10,16,0,0,4,1,4,16,16,
202402140CLE,2/14/2024,CHI,game,TRUE,Andre Drummond,drumman01,,4,9,0.444,0,0,,2,2,1,4,11,15,0,1,1,3,2,10,10,
202012300MIA,12/30/2020,MIA,game,TRUE,Andre Iguodala,iguodan01,,3,0,0,3,0,0,0,,0,4,4,2,0,1,2,1,0,9,9,
202101010DAL,1/1/2021,MIA,game,TRUE,Andre Iguodala,iguodan01,,5,0.2,1,3,0.333,0,0,,0,2,2,0,1,0,0,3,3,13,13,
202104180MIA,4/18/2021,MIA,game,TRUE,Andre Iguodala,iguodan01,,6,0.5,1,4,0.25,1,1,1,1,2,3,5,0,1,1,2,8,17,17,
202104190MIA,4/19/2021,MIA,game,TRUE,Andre Iguodala,iguodan01,,11,0.545,4,7,0.571,0,0,,1,5,6,7,2,2,2,3,16,29,29,
202105040MIA,5/4/2021,MIA,game,TRUE,Andre Iguodala,iguodan01,,2,0,0,1,0,0,0,,0,0,0,2,1,0,0,0,0,5,5,
202012230PHI,12/23/2020,PHI,game,TRUE,Ben Simmons,simmobe01,32.32.25,12,0.583,0,0,,2,6,0.333,1,8,9,7,2,3,4,3,16,30,30,
202012260NYK,12/26/2020,PHI,game,TRUE,Ben Simmons,simmobe01,32.32.53,9,0.556,0,0,,5,8,0.625,1,8,9,6,1,2,3,4,15,26,26,
202012270CLE,12/27/2020,PHI,game,TRUE,Ben Simmons,simmobe01,28.28.26,8,0.625,0,0,,5,7,0.714,0,6,6,4,2,2,6,2,15,23,23,
202012290PHI,12/29/2020,PHI,game,TRUE,Ben Simmons,simmobe01,36.36.46,11,0.273,0,0,,5,8,0.625,0,13,13,7,1,1,3,1,11,30,30,
202012310ORL,12/31/2020,PHI,game,TRUE,Ben Simmons,simmobe01,24.24.36,7,0.429,1,1,1,2,2,1,2,8,10,8,2,0,2,3,9,17,17,
202101020PHI,1/2/2021,PHI,game,TRUE,Ben Simmons,simmobe01,36.36.32,9,0.667,0,0,,3,5,0.6,1,11,12,11,1,1,4,4,15,23,23,
202101040PHI,1/4/2021,PHI,game,TRUE,Ben Simmons,simmobe01,34.34.59,13,0.462,0,0,,0,0,,1,9,10,6,0,1,2,2,12,26,26,
202101060PHI,1/6/2021,PHI,game,TRUE,Ben Simmons,simmobe01,35.35.43,9,0.778,0,0,,3,6,0.5,0,6,6,12,2,0,3,5,17,24,24,
202101070BRK,1/7/2021,PHI,game,TRUE,Ben Simmons,simmobe01,31.31.37,13,0.308,0,1,0,3,4,0.75,1,3,4,2,2,1,5,4,11,31,31,
202101120PHI,1/12/2021,PHI,game,TRUE,Ben Simmons,simmobe01,31.31.51,2,1,0,0,,1,2,0.5,1,5,6,12,2,0,6,6,5,6,6,
202101140PHI,1/14/2021,PHI,game,TRUE,Ben Simmons,simmobe01,34.34.26,8,0.5,0,1,0,2,2,1,2,8,10,12,3,0,5,4,10,19,19,
202101160MEM,1/15/2021,PHI,game,TRUE,Ben Simmons,simmobe01,36.36.07,9,0.333,0,2,0,5,7,0.714,4,12,16,9,0,1,7,3,11,27,27,
202101200PHI,1/20/2021,PHI,game,TRUE,Ben Simmons,simmobe01,33.33.3,5,0.4,0,0,,7,10,0.7,3,5,8,8,2,0,3,5,11,20,20,
202101220PHI,1/22/2021,PHI,game,TRUE,Ben Simmons,simmobe01,35.35.45,10,0.7,0,0,,1,3,0.333,1,2,3,11,2,1,2,5,15,23,23,
202101230DET,1/23/2021,PHI,game,TRUE,Ben Simmons,simmobe01,34.34.28,7,0.714,0,0,,10,12,0.833,1,8,9,7,3,1,2,3,20,26,26,
202101250DET,1/25/2021,PHI,game,TRUE,Ben Simmons,simmobe01,21.21.27,9,0.556,0,1,0,1,3,0.333,2,2,4,4,2,0,2,4,11,22,22,
202101270PHI,1/27/2021,PHI,game,TRUE,Ben Simmons,simmobe01,39.39.03,15,0.533,0,0,,1,2,0.5,3,8,11,10,1,1,1,2,17,32,32,
202101290MIN,1/29/2021,PHI,game,TRUE,Ben Simmons,simmobe01,25.25.49,10,0.4,0,0,,3,4,0.75,1,3,4,7,1,0,1,1,11,24,24,
202101310IND,1/31/2021,PHI,game,TRUE,Ben Simmons,simmobe01,34.34.45,12,0.75,0,0,,3,6,0.5,1,5,6,7,4,2,3,2,21,30,30,
202102030CHO,2/3/2021,PHI,game,TRUE,Ben Simmons,simmobe01,34.34.58,12,0.583,0,0,,1,2,0.5,2,4,6,9,1,1,5,4,15,26,26,
202102060PHI,2/6/2021,PHI,game,TRUE,Ben Simmons,simmobe01,34.34.38,10,0.7,0,0,,2,2,1,3,9,12,8,3,0,6,4,16,22,22,
202102090SAC,2/9/2021,PHI,game,TRUE,Ben Simmons,simmobe01,34.34.23,13,0.462,0,0,,2,6,0.333,3,4,7,9,1,0,2,1,14,32,32,
202102110POR,2/11/2021,PHI,game,TRUE,Ben Simmons,simmobe01,36.36.46,12,0.833,0,0,,3,3,1,3,8,11,9,1,1,1,3,23,27,27,
202102130PHO,2/12/2021,PHI,game,TRUE,Ben Simmons,simmobe01,34.34.51,9,0.667,0,0,,6,9,0.667,0,6,6,4,2,0,2,3,18,27,27,
202102150UTA,2/15/2021,PHI,game,TRUE,Ben Simmons,simmobe01,38.38.09,26,0.577,0,0,,12,13,0.923,3,6,9,12,1,1,4,2,42,65,65,
202102210TOR,2/21/2021,PHI,game,TRUE,Ben Simmons,simmobe01,38.38.32,11,0.818,0,0,,10,14,0.714,4,5,9,5,1,0,1,4,28,36,36,
202102230TOR,2/23/2021,PHI,game,TRUE,Ben Simmons,simmobe01,35.35.13,11,0.455,0,0,,5,6,0.833,4,5,9,7,0,1,3,3,15,28,28,
202102250PHI,2/25/2021,PHI,game,TRUE,Ben Simmons,simmobe01,32.32.17,11,0.545,0,0,,3,5,0.6,1,2,3,7,2,1,0,0,15,27,27,
202102270PHI,2/27/2021,PHI,game,TRUE,Ben Simmons,simmobe01,40.40.47,17,0.647,1,1,1,1,4,0.25,1,6,7,8,1,0,7,4,24,39,39,
202103010PHI,3/1/2021,PHI,game,TRUE,Ben Simmons,simmobe01,27.27.55,11,0.636,0,0,,4,4,1,2,4,6,2,2,0,4,2,18,26,26,
202103030PHI,3/3/2021,PHI,game,TRUE,Ben Simmons,simmobe01,41.41.37,11,0.727,0,0,,1,2,0.5,2,2,4,6,1,0,5,3,17,24,24,
202103140PHI,3/14/2021,PHI,game,TRUE,Ben Simmons,simmobe01,26.26.02,9,0.667,0,0,,2,5,0.4,1,3,4,9,1,0,3,0,14,23,23,
202103160PHI,3/16/2021,PHI,game,TRUE,Ben Simmons,simmobe01,33.33.39,14,0.571,0,0,,0,1,0,3,10,13,7,0,0,3,3,16,29,29,
202103170PHI,3/17/2021,PHI,game,TRUE,Ben Simmons,simmobe01,45.45.03,16,0.375,1,1,1,0,0,,4,6,10,12,2,2,7,5,13,33,33,
202103210NYK,3/21/2021,PHI,game,TRUE,Ben Simmons,simmobe01,37.37.26,17,0.471,0,0,,0,2,0,2,6,8,4,1,1,7,3,16,36,36,
202103230GSW,3/23/2021,PHI,game,TRUE,Ben Simmons,simmobe01,34.34.51,15,0.467,0,0,,8,14,0.571,1,7,8,4,1,0,2,4,22,44,44,
202103250LAL,3/25/2021,PHI,game,TRUE,Ben Simmons,simmobe01,38.38.31,7,0.143,0,1,0,7,11,0.636,2,5,7,12,2,1,7,5,9,26,26,
202103270LAC,3/27/2021,PHI,game,TRUE,Ben Simmons,simmobe01,26.26.2,10,0.6,0,0,,3,5,0.6,1,6,7,2,1,0,6,6,15,25,25,
202103300DEN,3/30/2021,PHI,game,TRUE,Ben Simmons,simmobe01,26.26.2,7,0.571,0,0,,3,4,0.75,0,2,2,3,2,0,3,3,11,18,18,
202104010CLE,4/1/2021,PHI,game,TRUE,Ben Simmons,simmobe01,24.24.26,11,0.182,0,0,,1,3,0.333,4,9,13,5,1,0,2,2,5,25,25,
202104030PHI,4/3/2021,PHI,game,TRUE,Ben Simmons,simmobe01,33.33.16,9,0.556,0,0,,4,6,0.667,1,7,8,6,2,0,1,2,14,24,24,
202104040PHI,4/4/2021,PHI,game,TRUE,Ben Simmons,simmobe01,26.26.01,6,0.333,0,0,,3,6,0.5,1,6,7,4,1,1,1,3,7,18,18,
202104060BOS,4/6/2021,PHI,game,TRUE,Ben Simmons,simmobe01,36.36.25,7,0.571,0,0,,4,8,0.5,0,4,4,6,3,0,2,2,12,22,22,
202104090NOP,4/9/2021,PHI,game,TRUE,Ben Simmons,simmobe01,33.33.55,6,0.5,0,0,,4,9,0.444,0,9,9,6,5,1,6,1,10,21,21,
202104100OKC,4/10/2021,PHI,game,TRUE,Ben Simmons,simmobe01,28.28.19,9,0.556,0,0,,3,5,0.6,1,2,3,3,0,0,0,0,13,23,23,
202104120DAL,4/12/2021,PHI,game,TRUE,Ben Simmons,simmobe01,24.24.01,6,0.5,0,0,,2,6,0.333,2,4,6,7,1,0,1,4,8,18,18,
202104140PHI,4/14/2021,PHI,game,TRUE,Ben Simmons,simmobe01,34.34.34,11,0.545,0,1,0,5,8,0.625,1,3,4,9,3,1,1,4,17,31,31,
202104160PHI,4/16/2021,PHI,game,TRUE,Ben Simmons,simmobe01,36.36.26,9,0.556,0,0,,2,5,0.4,2,7,9,6,2,2,3,4,12,23,23,
202104260PHI,4/26/2021,PHI,game,TRUE,Ben Simmons,simmobe01,22.22.37,8,0.75,0,0,,0,0,,0,3,3,4,3,2,2,0,12,16,16,
202104280PHI,4/28/2021,PHI,game,TRUE,Ben Simmons,simmobe01,15.15.42,5,0.8,0,0,,0,2,0,1,3,4,6,2,0,1,4,8,12,12,
202104300PHI,4/30/2021,PHI,game,TRUE,Ben Simmons,simmobe01,26.26.4,10,0.8,0,0,,2,2,1,4,2,6,5,1,1,0,2,18,22,22,
202105020SAS,5/2/2021,PHI,game,TRUE,Ben Simmons,simmobe01,34.34.46,6,0.333,0,0,,1,5,0.2,1,5,6,5,2,0,1,3,5,17,17,
202105030CHI,5/3/2021,PHI,game,TRUE,Ben Simmons,simmobe01,33.33.26,7,0.857,0,0,,3,5,0.6,0,6,6,5,3,0,2,2,15,19,19,
202105050HOU,5/5/2021,PHI,game,TRUE,Ben Simmons,simmobe01,24.24.29,8,0.625,0,0,,0,0,,0,3,3,3,0,0,0,0,10,16,16,
202105070PHI,5/7/2021,PHI,game,TRUE,Ben Simmons,simmobe01,33.33.32,8,0.5,0,0,,0,0,,4,5,9,10,2,0,2,3,8,16,16,
202105110IND,5/11/2021,PHI,game,TRUE,Ben Simmons,simmobe01,36.36.45,16,0.563,0,0,,2,3,0.667,1,7,8,7,2,0,5,5,20,35,35,
202105130MIA,5/13/2021,PHI,game,TRUE,Ben Simmons,simmobe01,26.26.08,6,0.5,0,0,,2,2,1,1,0,1,6,0,0,1,4,8,14,14,
202105140PHI,5/14/2021,PHI,game,TRUE,Ben Simmons,simmobe01,26.26.27,8,0.625,0,0,,3,3,1,1,3,4,9,1,1,0,1,13,19,19,
202105230PHI,5/23/2021,PHI,game,TRUE,Ben Simmons,simmobe01,38.38.05,9,0.333,0,1,0,0,6,0,8,7,15,15,1,1,2,4,6,25,25,
202105260PHI,5/26/2021,PHI,game,TRUE,Ben Simmons,simmobe01,28.28.34,15,0.733,0,0,,0,0,,2,7,9,8,2,1,2,1,22,30,30,
202105290WAS,5/29/2021,PHI,game,TRUE,Ben Simmons,simmobe01,30.30.16,10,0.7,0,0,,0,3,0,2,3,5,9,1,0,2,1,14,23,23,
202105310WAS,5/31/2021,PHI,game,TRUE,Ben Simmons,simmobe01,24.24.31,5,0.8,0,0,,5,11,0.455,3,9,12,3,1,0,1,5,13,21,21,
202106020PHI,6/2/2021,PHI,game,TRUE,Ben Simmons,simmobe01,,11,0.636,0,0,,5,8,0.625,2,8,10,11,1,2,4,4,19,30,30,
202106060PHI,6/6/2021,PHI,game,TRUE,Ben Simmons,simmobe01,37.37.13,7,1,0,0,,3,10,0.3,0,4,4,10,4,1,5,4,17,24,24,
202106080PHI,6/8/2021,PHI,game,TRUE,Ben Simmons,simmobe01,34.34.31,3,0.667,0,0,,0,2,0,0,3,3,7,2,1,2,2,4,8,8,
202106110ATL,6/11/2021,PHI,game,TRUE,Ben Simmons,simmobe01,33.33.48,11,0.636,0,0,,4,8,0.5,2,2,4,7,1,0,3,5,18,30,30,
202106140ATL,6/14/2021,PHI,game,TRUE,Ben Simmons,simmobe01,36.36.29,10,0.5,0,0,,1,5,0.2,3,9,12,9,0,2,0,3,11,25,25,
202106160PHI,6/16/2021,PHI,game,TRUE,Ben Simmons,simmobe01,38.38.25,4,0.5,0,0,,4,14,0.286,0,4,4,9,1,1,2,1,8,22,22,
202106180ATL,6/18/2021,PHI,game,TRUE,Ben Simmons,simmobe01,25.25.27,6,0.333,0,0,,2,4,0.5,2,7,9,5,0,1,2,5,6,16,16,
202106200PHI,6/20/2021,PHI,game,TRUE,Ben Simmons,simmobe01,35.35.51,4,0.5,0,0,,1,2,0.5,1,7,8,13,1,0,2,4,5,10,10,
202210190BRK,10/19/2022,BRK,game,TRUE,Ben Simmons,simmobe01,23.23.1,3,0.667,0,0,,0,2,0,0,5,5,5,0,0,3,6,4,8,8,
202210210BRK,10/21/2022,BRK,game,TRUE,Ben Simmons,simmobe01,32.32.29,5,0.6,0,0,,0,0,,0,10,10,8,0,2,3,2,6,10,10,
202210240MEM,10/24/2022,BRK,game,TRUE,Ben Simmons,simmobe01,28.28.07,5,0.4,0,1,0,3,5,0.6,0,3,3,8,1,0,5,6,7,16,16,
202210260MIL,10/26/2022,BRK,game,TRUE,Ben Simmons,simmobe01,34.34.28,7,0.286,0,0,,0,2,0,1,4,5,9,2,1,2,4,4,16,16,
202210270BRK,10/27/2022,BRK,game,TRUE,Ben Simmons,simmobe01,37.37.06,7,0.429,0,0,,1,1,1,3,5,8,5,3,0,1,4,7,15,15,
202210290BRK,10/29/2022,BRK,game,TRUE,Ben Simmons,simmobe01,35.35.42,7,0.429,0,0,,3,5,0.6,2,6,8,9,1,1,2,4,9,19,19,
202211200BRK,11/20/2022,BRK,game,TRUE,Ben Simmons,simmobe01,34.34.42,13,0.846,0,0,,0,1,0,1,7,8,5,1,0,5,3,22,27,27,
202211220PHI,11/22/2022,BRK,game,TRUE,Ben Simmons,simmobe01,32.32.23,7,0.571,0,0,,3,6,0.5,2,5,7,11,3,3,3,3,11,20,20,
202211230TOR,11/23/2022,BRK,game,TRUE,Ben Simmons,simmobe01,32.32.3,9,0.778,0,0,,0,0,,0,2,2,6,3,2,1,5,14,18,18,
202211250IND,11/25/2022,BRK,game,TRUE,Ben Simmons,simmobe01,34.34.11,8,1,0,0,,4,5,0.8,1,5,6,3,0,1,3,6,20,21,21,
202211270BRK,11/27/2022,BRK,game,TRUE,Ben Simmons,simmobe01,33.33.37,3,0.333,0,0,,0,0,,1,11,12,8,3,0,2,2,2,6,6,
202211280BRK,11/28/2022,BRK,game,TRUE,Ben Simmons,simmobe01,11.11.24,3,0,0,0,,0,0,,1,3,4,3,0,0,2,2,0,6,6,
202212090BRK,12/9/2022,BRK,game,TRUE,Ben Simmons,simmobe01,20.20.49,4,0.75,0,0,,0,0,,1,5,6,7,4,0,4,3,6,8,8,
202212120WAS,12/12/2022,BRK,game,TRUE,Ben Simmons,simmobe01,22.22.5,9,0.556,0,0,,0,0,,0,8,8,5,0,0,2,2,10,18,18,
202212160TOR,12/16/2022,BRK,game,TRUE,Ben Simmons,simmobe01,32.32.23,7,0.714,0,0,,0,2,0,1,4,5,5,1,0,3,4,10,16,16,
202212180DET,12/18/2022,BRK,game,TRUE,Ben Simmons,simmobe01,25.25.24,5,0.4,0,0,,0,0,,0,8,8,8,1,0,0,3,4,10,10,
202212210BRK,12/21/2022,BRK,game,TRUE,Ben Simmons,simmobe01,18.18.38,7,0.714,0,0,,0,2,0,0,4,4,8,1,0,1,4,10,16,16,
202212230BRK,12/23/2022,BRK,game,TRUE,Ben Simmons,simmobe01,28.28.11,9,0.667,0,0,,0,0,,5,6,11,8,3,0,1,4,12,18,18,
202212260CLE,12/26/2022,BRK,game,TRUE,Ben Simmons,simmobe01,34.34.22,5,0.4,0,0,,0,2,0,3,6,9,8,3,1,3,3,4,12,12,
202212280ATL,12/28/2022,BRK,game,TRUE,Ben Simmons,simmobe01,24.24.51,10,0.5,0,0,,0,2,0,1,4,5,2,0,0,2,0,10,22,22,
202212310CHO,12/31/2022,BRK,game,TRUE,Ben Simmons,simmobe01,19.19.14,2,0.5,0,0,,0,1,0,1,2,3,2,0,0,2,2,2,5,5,
202301020BRK,1/2/2023,BRK,game,TRUE,Ben Simmons,simmobe01,23.23.54,5,0.4,0,0,,0,0,,0,6,6,9,3,0,0,3,4,10,10,
202301040CHI,1/4/2023,BRK,game,TRUE,Ben Simmons,simmobe01,25.25.49,5,0.6,0,0,,1,4,0.25,0,9,9,2,3,0,4,4,7,14,14,
202301060NOP,1/6/2023,BRK,game,TRUE,Ben Simmons,simmobe01,33.33.32,6,0.5,0,0,,0,0,,1,5,6,9,3,1,1,4,6,12,12,
202301080MIA,1/8/2023,BRK,game,TRUE,Ben Simmons,simmobe01,29.29.29,4,0.5,0,0,,0,0,,1,6,7,7,0,2,2,5,4,8,8,
202301120BRK,1/12/2023,BRK,game,TRUE,Ben Simmons,simmobe01,26.26.25,3,0,0,0,,0,0,,0,9,9,13,2,1,2,5,0,6,6,
202301170SAS,1/16/2023,BRK,game,TRUE,Ben Simmons,simmobe01,34.34.17,10,0.4,0,0,,2,2,1,1,9,10,11,4,2,7,4,10,22,22,
202301190PHO,1/19/2023,BRK,game,TRUE,Ben Simmons,simmobe01,18.18.06,4,0.75,0,0,,1,3,0.333,1,3,4,6,0,0,4,5,7,11,11,
202301200UTA,1/20/2023,BRK,game,TRUE,Ben Simmons,simmobe01,36.36.32,7,0.429,0,0,,0,0,,2,7,9,5,2,0,4,1,6,14,14,
202301220GSW,1/22/2023,BRK,game,TRUE,Ben Simmons,simmobe01,29.29.21,6,0.5,0,0,,1,2,0.5,0,3,3,11,1,1,2,3,7,14,14,
202301250PHI,1/25/2023,BRK,game,TRUE,Ben Simmons,simmobe01,28.28.42,7,0.714,0,0,,2,3,0.667,0,5,5,5,0,1,2,4,12,17,17,
202301260BRK,1/26/2023,BRK,game,TRUE,Ben Simmons,simmobe01,19.19.47,3,0,0,0,,0,0,,1,0,1,7,1,0,3,0,0,6,6,
202302070BRK,2/7/2023,BRK,game,TRUE,Ben Simmons,simmobe01,26.26.3,2,0.5,0,0,,0,1,0,0,4,4,6,1,1,4,2,2,5,5,
202402240MIN,2/24/2024,BRK,game,TRUE,Ben Simmons,simmobe01,45.22,6,0.333,0,0,,0,0,,2,6,8,1,3,1,1,0,4,12,12,
202402220TOR,2/22/2024,BRK,game,TRUE,Ben Simmons,simmobe01,41.08,2,0.5,0,0,,0,1,0,0,4,4,4,0,0,1,1,2,5,5,
202310250BRK,10/25/2023,BRK,game,TRUE,Ben Simmons,simmobe01,32.59,6,0.333,0,0,,0,0,,1,9,10,9,0,1,2,2,4,12,12,
202310270DAL,10/27/2023,BRK,game,TRUE,Ben Simmons,simmobe01,32.28,8,0.625,0,0,,0,0,,4,6,10,8,2,2,2,3,10,16,16,
202310300CHO,10/30/2023,BRK,game,TRUE,Ben Simmons,simmobe01,35.17,6,0.833,0,0,,1,2,0.5,3,7,10,8,0,1,2,1,11,14,14,
202311010MIA,11/1/2023,BRK,game,TRUE,Ben Simmons,simmobe01,33.49,5,0.4,0,0,,0,2,0,2,9,11,5,0,1,4,4,4,12,12,
202311030CHI,11/3/2023,BRK,game,TRUE,Ben Simmons,simmobe01,32.44,8,0.5,0,0,,0,0,,3,6,9,6,1,0,4,3,8,16,16,
202311060BRK,11/6/2023,BRK,game,TRUE,Ben Simmons,simmobe01,33.22,3,0.333,0,0,,0,0,,3,12,15,4,0,0,1,3,2,6,6,
202402060BRK,2/6/2024,BRK,game,TRUE,Ben Simmons,simmobe01,40.16,7,0.571,0,0,,1,2,0.5,4,5,9,7,1,0,2,2,9,16,16,
202402080BRK,2/8/2024,BRK,game,TRUE,Ben Simmons,simmobe01,49.52,4,0.75,0,0,,0,0,,0,1,1,2,1,0,2,1,6,8,8,
202402100BRK,2/10/2024,BRK,game,TRUE,Ben Simmons,simmobe01,41.30,7,0.857,0,0,,1,2,0.5,0,3,3,5,3,2,4,2,13,16,16,
202402130BRK,2/13/2024,BRK,game,TRUE,Ben Simmons,simmobe01,44.05,5,0.2,0,0,,3,6,0.5,1,5,6,8,0,0,1,4,5,16,16,
202012230POR,12/23/2020,POR,game,TRUE,Damian Lillard,lillada01,33.33.41,12,0.333,1,7,0.143,0,1,0,0,4,4,7,1,1,1,1,9,-21,32,
202012260POR,12/26/2020,POR,game,TRUE,Damian Lillard,lillada01,41.41.21,28,0.393,5,13,0.385,5,5,1,1,4,5,9,1,0,5,1,32,9,74,
202012280LAL,12/28/2020,POR,game,TRUE,Damian Lillard,lillada01,36.36.23,16,0.625,5,10,0.5,6,6,1,0,4,4,5,0,1,5,1,31,-10,48,
202012300LAC,12/29/2020,POR,game,TRUE,Damian Lillard,lillada01,29.29.13,14,0.214,0,8,0,14,15,0.933,1,4,5,4,1,0,4,1,20,-20,51,
202101010GSW,1/1/2021,POR,game,TRUE,Damian Lillard,lillada01,35.35.23,21,0.524,6,10,0.6,6,6,1,0,4,4,8,1,0,1,3,34,33,58,
202101030GSW,1/3/2021,POR,game,TRUE,Damian Lillard,lillada01,39.39.08,24,0.417,6,15,0.4,6,7,0.857,0,4,4,4,0,0,5,3,32,-10,70,
202101050POR,1/5/2021,POR,game,TRUE,Damian Lillard,lillada01,36.36.42,17,0.353,3,11,0.273,9,11,0.818,0,5,5,9,0,0,0,1,24,5,56,
202101070POR,1/7/2021,POR,game,TRUE,Damian Lillard,lillada01,28.28.57,21,0.619,7,12,0.583,6,7,0.857,0,7,7,7,3,0,1,0,39,12,61,
202101090SAC,1/9/2021,POR,game,TRUE,Damian Lillard,lillada01,29.29.4,16,0.313,1,7,0.143,6,6,1,0,4,4,6,1,0,0,0,17,26,45,
202101110POR,1/11/2021,POR,game,TRUE,Damian Lillard,lillada01,40.40.03,16,0.5,3,6,0.5,4,4,1,0,7,7,5,0,1,8,0,23,9,42,
202101130SAC,1/13/2021,POR,game,TRUE,Damian Lillard,lillada01,41.41.58,23,0.478,6,15,0.4,12,12,1,0,1,1,13,3,0,0,2,40,9,73,
202101140POR,1/14/2021,POR,game,TRUE,Damian Lillard,lillada01,35.35.46,16,0.438,2,5,0.4,6,6,1,2,4,6,4,1,0,5,2,22,-6,43,
202101160POR,1/16/2021,POR,game,TRUE,Damian Lillard,lillada01,42.42.44,23,0.435,4,12,0.333,12,12,1,0,7,7,7,1,0,3,3,36,18,70,
202101180POR,1/18/2021,POR,game,TRUE,Damian Lillard,lillada01,35.35.35,23,0.435,3,10,0.3,12,12,1,0,3,3,6,1,1,5,2,35,-3,68,
202101240POR,1/24/2021,POR,game,TRUE,Damian Lillard,lillada01,34.34.59,17,0.647,6,10,0.6,11,11,1,1,4,5,8,1,0,3,2,39,2,55,
202101250POR,1/25/2021,POR,game,TRUE,Damian Lillard,lillada01,38.38.35,22,0.364,3,12,0.25,7,8,0.875,2,4,6,10,0,0,3,3,26,0,64,
202101280HOU,1/27/2021,POR,game,TRUE,Damian Lillard,lillada01,37.37.41,23,0.478,5,11,0.455,3,4,0.75,0,4,4,9,0,0,4,0,30,1,61,
202101300CHI,1/29/2021,POR,game,TRUE,Damian Lillard,lillada01,36.36.27,26,0.577,8,17,0.471,6,6,1,0,5,5,9,1,0,4,2,44,0,75,
202102010MIL,2/1/2021,POR,game,TRUE,Damian Lillard,lillada01,27.27.25,13,0.462,2,7,0.286,5,5,1,1,2,3,7,1,1,0,0,19,-32,38,
202102020WAS,2/2/2021,POR,game,TRUE,Damian Lillard,lillada01,39.39.21,23,0.391,4,14,0.286,10,10,1,0,2,2,8,0,1,3,2,32,22,70,
202102060NYK,2/5/2021,POR,game,TRUE,Damian Lillard,lillada01,38.38.01,20,0.5,6,12,0.5,3,5,0.6,1,3,4,9,4,0,4,0,29,-6,57,
202102090POR,2/9/2021,POR,game,TRUE,Damian Lillard,lillada01,33.33.37,22,0.409,5,10,0.5,13,13,1,1,4,5,2,1,0,2,0,36,10,67,
202102110POR,2/11/2021,POR,game,TRUE,Damian Lillard,lillada01,35.35.54,21,0.286,4,11,0.364,14,15,0.933,0,2,2,7,2,0,3,1,30,-8,68,
202102120POR,2/12/2021,POR,game,TRUE,Damian Lillard,lillada01,29.29.34,16,0.438,0,6,0,6,6,1,0,3,3,9,1,0,4,3,20,20,44,
202102140DAL,2/14/2021,POR,game,TRUE,Damian Lillard,lillada01,36.36.28,26,0.462,5,11,0.455,5,7,0.714,0,3,3,11,1,0,5,5,34,11,70,
202102160OKC,2/15/2021,POR,game,TRUE,Damian Lillard,lillada01,36.36.57,25,0.48,5,14,0.357,2,3,0.667,2,5,7,10,2,0,3,5,31,17,67,
202102170NOP,2/16/2021,POR,game,TRUE,Damian Lillard,lillada01,37.37.51,28,0.5,7,16,0.438,8,8,1,1,3,4,16,1,1,4,1,43,14,80,
202102200POR,2/20/2021,POR,game,TRUE,Damian Lillard,lillada01,38.38.56,30,0.333,7,17,0.412,8,8,1,1,5,6,12,1,0,3,1,35,4,85,
