Game Reference,Date,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
202402060BRK,2/6/2024,DAL,game,TRUE,Kyrie Irving,irvinky01,39.40,15,24,0.625,6,10,0.6,0,0,,0,2,2,5,2,0,3,36,36,15,
202402050PHI,2/5/2024,DAL,game,TRUE,Kyrie Irving,irvinky01,34.37,10,17,0.588,2,3,0.667,1,1,1,1,4,5,8,2,1,1,23,23,15,
202401220DAL,1/22/2024,DAL,game,TRUE,Kyrie Irving,irvinky01,35.50,9,20,0.45,3,7,0.429,2,2,1,0,6,6,3,2,0,1,23,23,0,
202401170LAL,1/17/2024,DAL,game,TRUE,Kyrie Irving,irvinky01,32.14,4,16,0.25,1,5,0.2,3,3,1,0,5,5,6,0,0,2,12,12,-14,
202401150DAL,1/15/2024,DAL,game,TRUE,Kyrie Irving,irvinky01,41.24,13,28,0.464,3,9,0.333,13,15,0.867,0,7,7,7,0,1,3,42,42,7,
202401130DAL,1/13/2024,DAL,game,TRUE,Kyrie Irving,irvinky01,40.19,12,27,0.444,5,14,0.357,4,4,1,0,5,5,6,1,0,1,33,33,-8,
202401110DAL,1/11/2024,DAL,game,TRUE,Kyrie Irving,irvinky01,39.31,15,26,0.577,6,10,0.6,8,9,0.889,0,4,4,10,2,0,5,44,44,9,
202401090DAL,1/9/2024,DAL,game,TRUE,Kyrie Irving,irvinky01,40.05,11,25,0.44,2,7,0.286,9,10,0.9,4,4,8,4,4,1,3,33,33,-2,
202401070DAL,1/7/2024,DAL,game,TRUE,Kyrie Irving,irvinky01,39.17,14,27,0.519,6,8,0.75,1,1,1,5,3,8,5,3,2,3,35,35,6,
202401050DAL,1/5/2024,DAL,game,TRUE,Kyrie Irving,irvinky01,28.55,10,18,0.556,3,7,0.429,1,1,1,0,9,9,5,2,2,1,24,24,27,
202401030DAL,1/3/2024,DAL,game,TRUE,Kyrie Irving,irvinky01,28.58,10,19,0.526,4,8,0.5,5,6,0.833,1,8,9,5,2,0,1,29,29,20,
202401010UTA,1/1/2024,DAL,game,TRUE,Kyrie Irving,irvinky01,32.11,6,14,0.429,2,3,0.667,0,1,0,1,8,9,4,0,1,1,14,14,-15,
202312080POR,12/8/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,13.21,4,6,0.667,0,0,,3,3,1,0,2,2,2,1,0,0,11,11,-10,
202312060DAL,12/6/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,27.11,11,16,0.688,4,7,0.571,0,0,,0,3,3,4,3,0,1,26,26,26,
202312010DAL,12/1/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,35.56,3,15,0.2,0,5,0,4,5,0.8,0,5,5,5,0,0,1,10,10,-6,
202311280DAL,11/28/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,35.44,8,22,0.364,2,7,0.286,9,9,1,1,1,2,5,1,1,0,27,27,-9,
202311250LAC,11/25/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,32.11,11,22,0.5,3,7,0.429,1,1,1,0,6,6,3,1,0,1,26,26,1,
202311220LAL,11/22/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,34.48,11,22,0.5,4,8,0.5,2,2,1,1,5,6,2,2,0,2,28,28,14,
202311190DAL,11/19/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,33.00,8,17,0.471,2,6,0.333,5,5,1,0,2,2,1,0,0,1,23,23,-19,
202311180MIL,11/18/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,33.42,16,29,0.552,3,10,0.3,4,4,1,1,3,4,6,1,0,2,39,39,13,
202311140NOP,11/14/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,25.46,6,13,0.462,3,7,0.429,2,4,0.5,1,1,2,6,0,0,1,17,17,-14,
202311120NOP,11/12/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,29.01,13,20,0.65,7,10,0.7,2,2,1,1,5,6,7,0,1,1,35,35,9,
202311100DAL,11/10/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,28.17,8,19,0.421,5,9,0.556,6,6,1,3,3,6,3,2,0,2,27,27,12,
202311080DAL,11/8/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,35.52,8,19,0.421,3,7,0.429,3,3,1,0,4,4,5,0,0,1,22,22,4,
202311060ORL,11/5/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,36.55,8,20,0.4,2,6,0.333,3,5,0.6,1,5,6,10,3,0,3,18,21,18,
202311030DEN,11/3/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,34.52,9,15,0.6,1,5,0.2,3,4,0.75,0,1,1,7,4,2,3,22,22,-12,
202310270DAL,10/27/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,33.57,6,17,0.353,1,4,0.25,4,4,1,1,6,7,6,0,0,0,17,17,-7,
202310250SAS,10/25/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,36.15,10,24,0.417,1,8,0.125,1,1,1,0,2,2,6,1,0,2,22,22,1,
202012220LAL,12/22/2020,LAL,game,TRUE,LeBron James,jamesle01,28.21,7,17,0.412,3,8,0.375,5,7,0.714,2,3,5,5,0,0,4,2,22,2,
202012250LAL,12/25/2020,LAL,game,TRUE,LeBron James,jamesle01,31.24,8,18,0.444,3,8,0.375,3,4,0.75,1,6,7,10,1,0,4,0,22,16,
202012270LAL,12/27/2020,LAL,game,TRUE,LeBron James,jamesle01,26.12,6,13,0.462,1,5,0.2,5,7,0.714,0,9,9,5,1,0,4,1,18,16,
202012280LAL,12/28/2020,LAL,game,TRUE,LeBron James,jamesle01,35.55,11,20,0.55,3,7,0.429,4,5,0.8,2,7,9,6,2,1,3,2,29,0,
202012300SAS,12/30/2020,LAL,game,TRUE,LeBron James,jamesle01,35.13,11,23,0.478,1,3,0.333,3,5,0.6,0,5,5,8,1,1,2,1,26,-1,
202101010SAS,1/1/2021,LAL,game,TRUE,LeBron James,jamesle01,35.41,8,22,0.364,3,7,0.429,7,7,1,1,10,11,10,2,0,4,0,26,18,
202101030MEM,1/3/2021,LAL,game,TRUE,LeBron James,jamesle01,32.00,9,16,0.563,3,6,0.5,1,3,0.333,0,13,13,8,1,0,2,2,22,19,
202101050MEM,1/5/2021,LAL,game,TRUE,LeBron James,jamesle01,34.05,11,20,0.55,1,4,0.25,3,3,1,2,10,12,7,1,1,6,0,26,20,
202101070LAL,1/7/2021,LAL,game,TRUE,LeBron James,jamesle01,34.54,8,15,0.533,4,7,0.571,7,11,0.636,0,6,6,12,0,0,4,3,27,-10,
202101080LAL,1/8/2021,LAL,game,TRUE,LeBron James,jamesle01,34.09,11,21,0.524,0,5,0,6,8,0.75,0,7,7,7,0,0,4,1,28,9,
202101100HOU,1/10/2021,LAL,game,TRUE,LeBron James,jamesle01,30.21,7,15,0.467,1,6,0.167,3,6,0.5,1,6,7,7,1,1,2,2,18,10,
202101120HOU,1/12/2021,LAL,game,TRUE,LeBron James,jamesle01,29.11,10,20,0.5,4,9,0.444,2,4,0.5,1,7,8,5,0,1,5,0,26,15,
202101130OKC,1/13/2021,LAL,game,TRUE,LeBron James,jamesle01,27.29,9,20,0.45,5,8,0.625,3,4,0.75,0,6,6,7,0,0,2,2,26,14,
202101150LAL,1/15/2021,LAL,game,TRUE,LeBron James,jamesle01,30.30,6,11,0.545,2,6,0.333,7,7,1,1,7,8,11,1,0,3,3,21,14,
202101180LAL,1/18/2021,LAL,game,TRUE,LeBron James,jamesle01,37.58,6,16,0.375,2,7,0.286,5,8,0.625,0,5,5,5,1,0,5,1,19,-9,
202101210MIL,1/21/2021,LAL,game,TRUE,LeBron James,jamesle01,38.04,13,25,0.52,6,10,0.6,2,2,1,1,5,6,8,1,1,3,2,34,15,
202101230CHI,1/23/2021,LAL,game,TRUE,LeBron James,jamesle01,28.30,6,16,0.375,0,2,0,5,8,0.625,0,11,11,6,2,0,6,1,17,9,
202101250CLE,1/25/2021,LAL,game,TRUE,LeBron James,jamesle01,38.07,19,26,0.731,7,11,0.636,1,2,0.5,0,8,8,6,2,2,3,1,46,11,
202101270PHI,1/27/2021,LAL,game,TRUE,LeBron James,jamesle01,38.32,12,22,0.545,2,5,0.4,8,11,0.727,0,6,6,7,0,0,3,3,34,3,
202101280DET,1/28/2021,LAL,game,TRUE,LeBron James,jamesle01,35.45,8,19,0.421,4,8,0.5,2,3,0.667,2,5,7,10,1,0,2,2,22,-11,
202101300BOS,1/30/2021,LAL,game,TRUE,LeBron James,jamesle01,37.21,7,17,0.412,4,11,0.364,3,5,0.6,1,6,7,7,0,1,5,3,21,11,
202102010ATL,1/31/2021,LAL,game,TRUE,LeBron James,jamesle01,37.58,5,12,0.417,2,6,0.333,9,11,0.818,0,7,7,9,2,1,2,0,21,10,
202102040LAL,2/4/2021,LAL,game,TRUE,LeBron James,jamesle01,35.27,12,19,0.632,2,5,0.4,1,2,0.5,0,10,10,10,0,1,2,1,27,21,
202102060LAL,2/6/2021,LAL,game,TRUE,LeBron James,jamesle01,46.29,13,26,0.5,3,7,0.429,4,6,0.667,0,5,5,11,4,0,7,3,33,8,
202102080LAL,2/8/2021,LAL,game,TRUE,LeBron James,jamesle01,42.30,11,22,0.5,2,10,0.2,4,5,0.8,0,14,14,12,2,2,5,3,28,8,
202102100LAL,2/10/2021,LAL,game,TRUE,LeBron James,jamesle01,41.03,9,20,0.45,3,9,0.333,4,4,1,0,6,6,7,2,0,5,2,25,6,
202102120LAL,2/12/2021,LAL,game,TRUE,LeBron James,jamesle01,34.08,9,15,0.6,1,4,0.25,9,14,0.643,1,8,9,8,2,0,5,2,28,8,
202102140DEN,2/14/2021,LAL,game,TRUE,LeBron James,jamesle01,30.56,9,18,0.5,0,5,0,4,7,0.571,1,9,10,9,0,1,1,2,22,-17,
202102160MIN,2/16/2021,LAL,game,TRUE,LeBron James,jamesle01,37.53,13,20,0.65,1,4,0.25,3,4,0.75,0,13,13,7,0,1,5,1,30,4,
202102180LAL,2/18/2021,LAL,game,TRUE,LeBron James,jamesle01,32.59,14,23,0.609,1,6,0.167,3,6,0.5,0,8,8,7,0,0,3,1,32,-7,
202102200LAL,2/20/2021,LAL,game,TRUE,LeBron James,jamesle01,37.27,7,21,0.333,1,8,0.125,4,4,1,1,8,9,9,1,1,5,3,19,11,
202102220LAL,2/22/2021,LAL,game,TRUE,LeBron James,jamesle01,43.15,14,29,0.483,2,10,0.2,1,3,0.333,0,9,9,13,1,0,8,2,31,3,
202102240UTA,2/23/2021,LAL,game,TRUE,LeBron James,jamesle01,27.49,7,13,0.538,1,5,0.2,4,5,0.8,0,4,4,4,1,0,4,0,19,-20,
202102260LAL,2/26/2021,LAL,game,TRUE,LeBron James,jamesle01,35.34,11,21,0.524,2,5,0.4,4,8,0.5,1,10,11,7,4,3,2,1,28,9,
202102280LAL,2/28/2021,LAL,game,TRUE,LeBron James,jamesle01,24.24,7,12,0.583,3,5,0.6,2,4,0.5,2,4,6,4,2,2,2,2,19,18,
202103020LAL,3/2/2021,LAL,game,TRUE,LeBron James,jamesle01,37.38,16,24,0.667,3,8,0.375,3,5,0.6,0,5,5,6,2,1,3,1,38,2,
202103120LAL,3/12/2021,LAL,game,TRUE,LeBron James,jamesle01,34.21,5,13,0.385,1,4,0.25,7,11,0.636,0,3,3,10,1,0,3,4,18,11,
202103150GSW,3/15/2021,LAL,game,TRUE,LeBron James,jamesle01,30.29,8,13,0.615,2,4,0.5,4,6,0.667,1,9,10,11,0,0,6,3,22,33,
202103160LAL,3/16/2021,LAL,game,TRUE,LeBron James,jamesle01,31.12,8,14,0.571,4,7,0.571,5,5,1,1,11,12,12,0,1,4,0,25,0,
202103180LAL,3/18/2021,LAL,game,TRUE,LeBron James,jamesle01,36.30,14,23,0.609,4,9,0.444,5,6,0.833,1,7,8,6,1,1,3,2,37,7,
202103200LAL,3/20/2021,LAL,game,TRUE,LeBron James,jamesle01,10.36,3,6,0.5,1,2,0.5,3,3,1,0,1,1,4,0,0,1,0,10,-5,
202104300LAL,4/30/2021,LAL,game,TRUE,LeBron James,jamesle01,31.51,6,12,0.5,1,5,0.2,3,5,0.6,1,7,8,7,2,1,5,1,16,5,
202105020LAL,5/2/2021,LAL,game,TRUE,LeBron James,jamesle01,27.33,6,11,0.545,2,5,0.4,5,7,0.714,0,7,7,6,0,0,5,2,19,-4,
202105150IND,5/15/2021,LAL,game,TRUE,LeBron James,jamesle01,28.27,11,22,0.5,1,4,0.25,1,2,0.5,3,4,7,8,0,0,4,2,24,7,
202105160NOP,5/16/2021,LAL,game,TRUE,LeBron James,jamesle01,27.28,11,22,0.5,2,5,0.4,1,2,0.5,1,0,1,6,3,0,2,0,25,-2,
202105190LAL,5/19/2021,LAL,game,TRUE,LeBron James,jamesle01,34.51,7,17,0.412,2,4,0.5,6,9,0.667,4,7,11,10,2,1,1,2,22,13,
202105230PHO,5/23/2021,LAL,game,TRUE,LeBron James,jamesle01,36.04,6,13,0.462,3,7,0.429,3,6,0.5,1,6,7,10,3,0,5,1,18,2,
202105250PHO,5/25/2021,LAL,game,TRUE,LeBron James,jamesle01,38.54,9,16,0.563,4,9,0.444,1,1,1,0,4,4,9,2,0,1,3,23,14,
202105270LAL,5/27/2021,LAL,game,TRUE,LeBron James,jamesle01,37.45,9,19,0.474,1,5,0.2,2,3,0.667,1,5,6,9,1,0,7,0,21,15,
202105300LAL,5/30/2021,LAL,game,TRUE,LeBron James,jamesle01,37.50,10,21,0.476,1,7,0.143,4,7,0.571,2,10,12,6,1,0,6,1,25,6,
202106010PHO,6/1/2021,LAL,game,TRUE,LeBron James,jamesle01,31.39,9,19,0.474,6,10,0.6,0,0,,1,4,5,7,0,0,3,1,24,-24,
202106030LAL,6/3/2021,LAL,game,TRUE,LeBron James,jamesle01,41.25,11,26,0.423,3,10,0.3,4,6,0.667,2,7,9,7,2,2,3,1,29,-3,
202110190LAL,10/19/2021,LAL,game,TRUE,LeBron James,jamesle01,36.44,13,23,0.565,5,11,0.455,3,6,0.5,1,10,11,5,1,1,4,5,34,,
202110220LAL,10/22/2021,LAL,game,TRUE,LeBron James,jamesle01,36.32,8,18,0.444,5,9,0.556,4,4,1,0,2,2,5,2,0,5,4,25,,
202110240LAL,10/24/2021,LAL,game,TRUE,LeBron James,jamesle01,40.18,7,19,0.368,4,9,0.444,1,2,0.5,0,6,6,6,2,2,3,1,19,,
202110290LAL,10/29/2021,LAL,game,TRUE,LeBron James,jamesle01,37.57,10,22,0.455,1,10,0.1,5,5,1,1,2,3,8,3,1,7,1,26,,
202110310LAL,10/31/2021,LAL,game,TRUE,LeBron James,jamesle01,34.32,6,19,0.316,0,6,0,3,4,0.75,1,6,7,8,4,1,2,0,15,,
202111020LAL,11/2/2021,LAL,game,TRUE,LeBron James,jamesle01,36.16,13,21,0.619,2,4,0.5,2,2,1,0,4,4,10,2,0,4,3,30,,
202111190BOS,11/19/2021,LAL,game,TRUE,LeBron James,jamesle01,32.04,10,16,0.625,3,7,0.429,0,1,0,1,5,6,2,2,0,3,3,23,,
202111210DET,11/21/2021,LAL,game,TRUE,LeBron James,jamesle01,21.26,4,7,0.571,1,3,0.333,1,1,1,0,1,1,5,0,0,2,1,10,,
202111240IND,11/24/2021,LAL,game,TRUE,LeBron James,jamesle01,43.28,13,29,0.448,5,12,0.417,8,9,0.889,0,5,5,6,1,2,2,2,39,,
202111260LAL,11/26/2021,LAL,game,TRUE,LeBron James,jamesle01,49.45,10,25,0.4,2,13,0.154,8,11,0.727,1,6,7,11,1,0,7,4,30,,
202111280LAL,11/28/2021,LAL,game,TRUE,LeBron James,jamesle01,37.24,12,20,0.6,4,9,0.444,5,8,0.625,0,5,5,9,2,1,2,1,33,,
202112030LAL,12/3/2021,LAL,game,TRUE,LeBron James,jamesle01,36.15,9,23,0.391,2,8,0.25,3,5,0.6,3,8,11,6,2,0,3,2,23,,
202112070LAL,12/7/2021,LAL,game,TRUE,LeBron James,jamesle01,36.16,13,19,0.684,2,5,0.4,2,2,1,2,2,4,5,0,0,3,2,30,,
202112090MEM,12/8/2021,LAL,game,TRUE,LeBron James,jamesle01,37.24,7,15,0.467,1,6,0.167,5,5,1,0,10,10,11,4,2,5,1,20,,
202112100OKC,12/10/2021,LAL,game,TRUE,LeBron James,jamesle01,34.41,13,20,0.65,4,6,0.667,3,4,0.75,0,5,5,6,3,2,2,2,33,,
202112120LAL,12/12/2021,LAL,game,TRUE,LeBron James,jamesle01,37.11,12,20,0.6,3,7,0.429,3,4,0.75,1,10,11,10,0,3,6,2,30,,
202112150DAL,12/15/2021,LAL,game,TRUE,LeBron James,jamesle01,42.58,9,19,0.474,4,9,0.444,2,3,0.667,0,3,3,5,1,0,2,1,24,,
202112170MIN,12/17/2021,LAL,game,TRUE,LeBron James,jamesle01,35.30,5,13,0.385,2,6,0.333,6,8,0.75,1,9,10,5,1,2,4,5,18,,
202112190CHI,12/19/2021,LAL,game,TRUE,LeBron James,jamesle01,39.24,11,21,0.524,1,7,0.143,8,11,0.727,1,13,14,6,1,2,4,5,31,,
202112210LAL,12/21/2021,LAL,game,TRUE,LeBron James,jamesle01,34.00,13,19,0.684,2,5,0.4,6,6,1,0,7,7,2,2,0,2,1,34,,
202112230LAL,12/23/2021,LAL,game,TRUE,LeBron James,jamesle01,34.40,15,26,0.577,2,7,0.286,4,6,0.667,2,7,9,6,1,2,3,2,36,,
202112250LAL,12/25/2021,LAL,game,TRUE,LeBron James,jamesle01,39.53,14,25,0.56,3,9,0.333,8,9,0.889,1,8,9,7,3,1,3,2,39,,
202112280HOU,12/28/2021,LAL,game,TRUE,LeBron James,jamesle01,39.27,11,19,0.579,3,5,0.6,7,9,0.778,4,6,10,11,1,2,3,3,32,,
202112290MEM,12/29/2021,LAL,game,TRUE,LeBron James,jamesle01,37.57,13,25,0.52,8,14,0.571,3,3,1,2,11,13,7,2,2,5,1,37,,
202112310LAL,12/31/2021,LAL,game,TRUE,LeBron James,jamesle01,29.18,16,26,0.615,5,10,0.5,6,9,0.667,2,12,14,4,2,2,0,1,43,,
202201020LAL,1/2/2022,LAL,game,TRUE,LeBron James,jamesle01,39.13,7,15,0.467,3,9,0.333,9,12,0.75,0,7,7,5,3,1,1,2,26,,
202201040LAL,1/4/2022,LAL,game,TRUE,LeBron James,jamesle01,36.29,12,26,0.462,3,10,0.3,4,5,0.8,2,3,5,5,0,1,2,3,31,,
202201070LAL,1/7/2022,LAL,game,TRUE,LeBron James,jamesle01,36.30,13,24,0.542,1,6,0.167,5,5,1,1,7,8,9,4,3,4,4,32,,
202201090LAL,1/9/2022,LAL,game,TRUE,LeBron James,jamesle01,33.22,14,19,0.737,3,4,0.75,4,4,1,6,3,9,7,0,0,3,4,35,,
202201120SAC,1/12/2022,LAL,game,TRUE,LeBron James,jamesle01,38.56,13,29,0.448,3,12,0.25,5,10,0.5,1,6,7,6,0,1,1,2,34,,
202201150DEN,1/15/2022,LAL,game,TRUE,LeBron James,jamesle01,30.42,9,23,0.391,2,8,0.25,5,7,0.714,1,8,9,2,0,2,1,0,25,,
202201170LAL,1/17/2022,LAL,game,TRUE,LeBron James,jamesle01,37.17,9,20,0.45,3,8,0.375,4,8,0.5,0,7,7,7,1,1,1,1,25,,
202201190LAL,1/19/2022,LAL,game,TRUE,LeBron James,jamesle01,37.24,11,22,0.5,3,7,0.429,5,7,0.714,1,11,12,5,2,0,3,1,30,,
202201210ORL,1/21/2022,LAL,game,TRUE,LeBron James,jamesle01,33.36,12,23,0.522,2,7,0.286,3,3,1,1,6,7,5,1,1,6,3,29,,
202201230MIA,1/23/2022,LAL,game,TRUE,LeBron James,jamesle01,39.52,12,22,0.545,1,8,0.125,8,11,0.727,2,9,11,4,2,0,3,4,33,,
202201250BRK,1/25/2022,LAL,game,TRUE,LeBron James,jamesle01,34.27,14,21,0.667,2,8,0.25,3,3,1,0,7,7,6,3,2,0,1,33,,
202202050LAL,2/5/2022,LAL,game,TRUE,LeBron James,jamesle01,39.55,13,24,0.542,2,7,0.286,1,2,0.5,3,10,13,10,1,0,3,3,29,,
202202080LAL,2/8/2022,LAL,game,TRUE,LeBron James,jamesle01,34.31,11,19,0.579,3,7,0.429,2,4,0.5,0,5,5,8,0,0,4,4,27,,
202202090POR,2/9/2022,LAL,game,TRUE,LeBron James,jamesle01,36.41,13,22,0.591,3,7,0.429,1,1,1,0,7,7,7,3,0,6,1,30,,
202202120GSW,2/12/2022,LAL,game,TRUE,LeBron James,jamesle01,38.21,9,27,0.333,3,10,0.3,5,9,0.556,3,12,15,8,0,0,4,3,26,,
202202160LAL,2/16/2022,LAL,game,TRUE,LeBron James,jamesle01,39.43,14,23,0.609,3,8,0.375,2,2,1,1,7,8,6,2,0,3,1,33,,
202202250LAL,2/25/2022,LAL,game,TRUE,LeBron James,jamesle01,35.41,6,18,0.333,2,8,0.25,7,8,0.875,1,10,11,3,1,1,6,1,21,,
202202270LAL,2/27/2022,LAL,game,TRUE,LeBron James,jamesle01,35.35,13,23,0.565,1,4,0.25,5,5,1,0,6,6,3,2,2,7,2,32,,
202203010LAL,3/1/2022,LAL,game,TRUE,LeBron James,jamesle01,38.12,10,18,0.556,3,7,0.429,3,5,0.6,0,12,12,5,1,0,4,2,26,,
202203030LAC,3/3/2022,LAL,game,TRUE,LeBron James,jamesle01,37.04,8,18,0.444,2,9,0.222,8,10,0.8,1,7,8,4,0,1,4,2,26,,
202203050LAL,3/5/2022,LAL,game,TRUE,LeBron James,jamesle01,38.33,19,31,0.613,6,11,0.545,12,13,0.923,2,8,10,3,0,1,4,0,56,,
202203090HOU,3/9/2022,LAL,game,TRUE,LeBron James,jamesle01,45.16,9,26,0.346,1,9,0.111,4,6,0.667,2,12,14,12,1,4,5,1,23,,
202203110LAL,3/11/2022,LAL,game,TRUE,LeBron James,jamesle01,35.42,18,25,0.72,6,9,0.667,8,8,1,0,7,7,6,0,1,3,3,50,,
202203130PHO,3/13/2022,LAL,game,TRUE,LeBron James,jamesle01,30.12,10,20,0.5,5,11,0.455,6,7,0.857,0,7,7,6,0,1,4,0,31,,
202203140LAL,3/14/2022,LAL,game,TRUE,LeBron James,jamesle01,40.20,11,19,0.579,4,7,0.571,4,7,0.571,3,6,9,3,0,2,5,4,30,,
202203160MIN,3/16/2022,LAL,game,TRUE,LeBron James,jamesle01,37.04,8,21,0.381,1,8,0.125,2,5,0.4,0,5,5,4,1,2,5,5,19,,
202203180TOR,3/18/2022,LAL,game,TRUE,LeBron James,jamesle01,44.41,15,26,0.577,2,7,0.286,4,7,0.571,4,5,9,7,0,2,3,2,36,,
202203190WAS,3/18/2022,LAL,game,TRUE,LeBron James,jamesle01,35.53,16,29,0.552,4,10,0.4,2,3,0.667,2,8,10,6,0,0,2,3,38,,
202203210CLE,3/21/2022,LAL,game,TRUE,LeBron James,jamesle01,40.36,17,29,0.586,0,4,0,4,4,1,1,9,10,12,1,1,3,0,38,,
202203270NOP,3/27/2022,LAL,game,TRUE,LeBron James,jamesle01,41.38,14,27,0.519,7,13,0.538,4,6,0.667,1,8,9,5,0,1,4,1,39,,
202204010LAL,4/1/2022,LAL,game,TRUE,LeBron James,jamesle01,39.31,13,23,0.565,3,8,0.375,9,12,0.75,0,8,8,4,1,0,6,3,38,,
202210180GSW,6/16/2022,LAL,game,TRUE,LeBron James,jamesle01,35.12,12,26,0.462,3,10,0.3,4,4,1,5,10,15,8,0,0,5,2,31,-10,
202210200LAL,10/20/2022,LAL,game,TRUE,LeBron James,jamesle01,36.40,7,17,0.412,2,8,0.25,4,6,0.667,2,8,10,6,1,2,2,3,20,-1,
202210230LAL,10/23/2022,LAL,game,TRUE,LeBron James,jamesle01,37.43,12,22,0.545,2,9,0.222,5,7,0.714,1,7,8,8,2,2,4,3,31,2,
202210260DEN,10/26/2022,LAL,game,TRUE,LeBron James,jamesle01,35.18,8,21,0.381,2,8,0.25,1,2,0.5,2,5,7,9,1,0,8,1,19,-7,
202210280MIN,10/28/2022,LAL,game,TRUE,LeBron James,jamesle01,37.27,10,24,0.417,1,6,0.167,7,8,0.875,3,4,7,5,4,0,3,2,28,-13,
202210300LAL,10/30/2022,LAL,game,TRUE,LeBron James,jamesle01,34.42,10,22,0.455,2,5,0.4,4,5,0.8,0,6,6,8,1,0,3,1,26,-1,
202211020LAL,11/2/2022,LAL,game,TRUE,LeBron James,jamesle01,39.43,9,23,0.391,0,7,0,2,4,0.5,0,10,10,8,0,2,2,3,20,5,
202211040LAL,11/4/2022,LAL,game,TRUE,LeBron James,jamesle01,34.09,7,19,0.368,0,5,0,3,5,0.6,2,8,10,8,0,1,3,3,17,-11,
202211060LAL,11/6/2022,LAL,game,TRUE,LeBron James,jamesle01,33.49,13,23,0.565,1,4,0.25,0,3,0,2,5,7,4,0,0,1,0,27,-8,
202211090LAC,11/9/2022,LAL,game,TRUE,LeBron James,jamesle01,32.21,12,22,0.545,4,9,0.444,2,4,0.5,1,7,8,5,2,0,3,2,30,-17,
202211250SAS,11/25/2022,LAL,game,TRUE,LeBron James,jamesle01,33.15,8,17,0.471,1,4,0.25,4,4,1,0,8,8,5,3,1,9,2,21,16,
202211260SAS,11/26/2022,LAL,game,TRUE,LeBron James,jamesle01,35.28,11,21,0.524,7,12,0.583,10,10,1,0,11,11,3,1,1,4,3,39,-3,
202211280LAL,11/28/2022,LAL,game,TRUE,LeBron James,jamesle01,36.10,8,22,0.364,3,10,0.3,2,3,0.667,1,6,7,3,1,0,1,1,21,-7,
202211300LAL,11/30/2022,LAL,game,TRUE,LeBron James,jamesle01,32.30,12,18,0.667,6,8,0.75,1,3,0.333,2,5,7,8,0,1,2,1,31,8,
202212020MIL,12/2/2022,LAL,game,TRUE,LeBron James,jamesle01,37.11,12,27,0.444,3,6,0.5,1,2,0.5,1,7,8,11,2,0,0,2,28,6,
202212040WAS,12/3/2022,LAL,game,TRUE,LeBron James,jamesle01,34.26,12,26,0.462,2,7,0.286,3,4,0.75,1,7,8,6,1,0,5,3,29,13,
202212060CLE,12/6/2022,LAL,game,TRUE,LeBron James,jamesle01,35.37,8,17,0.471,2,6,0.333,3,4,0.75,4,13,17,4,1,1,3,0,21,-14,
202212090PHI,12/9/2022,LAL,game,TRUE,LeBron James,jamesle01,43.50,9,22,0.409,1,8,0.125,4,8,0.5,1,3,4,6,2,0,3,3,23,-10,
202212110DET,12/11/2022,LAL,game,TRUE,LeBron James,jamesle01,36.52,14,24,0.583,2,6,0.333,5,5,1,1,4,5,5,1,0,1,1,35,18,
202212130LAL,12/13/2022,LAL,game,TRUE,LeBron James,jamesle01,42.47,14,25,0.56,3,11,0.273,2,4,0.5,0,9,9,9,2,1,4,4,33,10,
202212160LAL,12/16/2022,LAL,game,TRUE,LeBron James,jamesle01,35.56,13,21,0.619,1,4,0.25,3,4,0.75,1,8,9,4,2,0,2,2,30,26,
202212180LAL,12/18/2022,LAL,game,TRUE,LeBron James,jamesle01,36.33,13,24,0.542,1,4,0.25,6,8,0.75,1,6,7,9,0,1,0,0,33,10,
202212210SAC,12/21/2022,LAL,game,TRUE,LeBron James,jamesle01,34.00,11,21,0.524,0,4,0,9,10,0.9,0,6,6,11,0,2,2,0,31,-4,
202212230LAL,12/23/2022,LAL,game,TRUE,LeBron James,jamesle01,33.56,15,23,0.652,4,8,0.5,0,2,0,0,2,2,8,1,0,3,2,34,-6,
202212250DAL,12/25/2022,LAL,game,TRUE,LeBron James,jamesle01,34.20,13,23,0.565,0,4,0,12,12,1,0,6,6,5,0,0,2,2,38,2,
202212270ORL,12/27/2022,LAL,game,TRUE,LeBron James,jamesle01,31.10,12,24,0.5,0,7,0,4,5,0.8,2,5,7,5,1,1,4,1,28,8,
