Game Reference,Date,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
202301300BRK,1/30/2023,BRK,game,TRUE,Kyrie Irving,irvinky01,38.32,7,16,0.438,3,7,0.429,9,11,0.818,1,6,7,6,2,1,2,4,26,10,
202302010BOS,2/1/2023,BRK,game,TRUE,Kyrie Irving,irvinky01,31.01,9,18,0.5,1,7,0.143,1,1,1,0,4,4,4,0,1,3,2,20,-31,
202302080LAC,2/8/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,36.48,9,17,0.529,4,8,0.5,2,2,1,0,4,4,5,1,1,5,3,24,11,
202302100SAC,2/10/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,35,5,14,0.357,3,8,0.375,12,12,1,3,0,3,10,1,0,2,2,25,7,
202302110SAC,2/11/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,41.52,11,21,0.524,4,10,0.4,2,2,1,1,6,7,7,1,1,1,5,28,7,
202302130DAL,2/13/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,39.5,15,23,0.652,4,9,0.444,2,2,1,2,3,5,6,2,1,2,2,36,1,
202302230DAL,2/23/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,29.58,8,13,0.615,3,4,0.75,4,4,1,0,1,1,6,1,0,1,3,23,34,
202302260DAL,2/26/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,37.51,8,22,0.364,2,10,0.2,3,3,1,3,8,11,5,0,0,3,4,21,-6,
202302280DAL,2/28/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,36.23,7,18,0.389,0,4,0,2,3,0.667,2,3,5,9,1,1,0,4,16,8,
202303020DAL,3/2/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,42.18,15,22,0.682,6,8,0.75,4,6,0.667,0,4,4,6,3,0,2,3,40,15,
202303050DAL,3/5/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,36.4,10,19,0.526,3,8,0.375,7,7,1,2,2,4,7,0,0,3,3,30,-5,
202303070DAL,3/7/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,38.4,10,18,0.556,3,7,0.429,10,10,1,0,6,6,8,2,0,3,2,33,7,
202303080NOP,3/8/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,41.06,10,24,0.417,4,11,0.364,3,3,1,0,6,6,4,1,0,2,3,27,0,
202303170LAL,3/17/2023,DAL,game,TRUE,Kyrie Irving,irvinky01,38.38,14,23,0.609,5,9,0.556,5,5,1,1,5,6,6,0,0,2,5,38,11,
